institutionCode;DayEventDate;MonthEventDate;YearEventData;Year_description;occurrenceID;Acronym;Catalogue number;GBIF tax ID;scientificName_accepted;scientificNameAuthorship;taxonID;taxonRank;kingdom;accordingTo_GBIF;scientificName;identificationRemarks;otherCatalogNumber;individualCount;typestatus;sex;locality;Country;geoReferenceRemarks;decimalLatitude;decimalLongitude;eventDate;Reference;Specifications;Other species;disposition;Phylum
Ugent;;;;unknown;Ugent:UGMD:100976;UGMD;100976;;;;;;;;Amphimonhystrella lorenzeni;collection and data is currently is under review;ZIRUG;;;;;;only georeferenced to country level;;;;;;;missing;
Ugent;;;;unknown;Ugent:UGMD:100977;UGMD;100977;;;;;;;;Amphimonhystrella lorenzeni;collection and data is currently is under review;ZIRUG;;;;;;only georeferenced to country level;;;;;id 976;;missing;
Ugent;;;;unknown;Ugent:UGMD:100978;UGMD;100978;;;;;;;;Amphimonhystrella monospicula;collection and data is currently is under review;ZIRUG;;;;;;only georeferenced to country level;;;;;;;missing;
Ugent;;;;unknown;Ugent:UGMD:100979;UGMD;100979;;;;;;;;Amphimonhystrella monospicula;collection and data is currently is under review;ZIRUG;;;;;;only georeferenced to country level;;;;;id 978;;missing;
Ugent;;;;unknown;Ugent:UGMD:100980;UGMD;100980;;;;;;;;Amphimonhystrella typica;collection and data is currently is under review;ZIRUG;;;;;;only georeferenced to country level;;;;;;;missing;
Ugent;17;2;1981;unknown;Ugent:UGMD:100981;UGMD;100981;135371665;Adoncholaimus papillatus Kreis, 1932;Kreis, 1932;2281831;SPECIES;Animalia;"CoL2006/ITS; WoRMS (Mar 2013)";Adoncholaimus papillatus Kreis, 1932 (Animalia);collection and data is currently is under review;ZIRUG 981;3;;;Sunday Estuang ;South Africa;only georeferenced to country level;;;1981-02-17;;"1 male; 9a/9";;in collection;Nematoda
Ugent;17;2;1981;unknown;Ugent:UGMD:100982;UGMD;100982;135371665;Adoncholaimus papillatus Kreis, 1932;Kreis, 1932;2281831;SPECIES;Animalia;"CoL2006/ITS; WoRMS (Mar 2013)";Adoncholaimus papillatus Kreis, 1932 (Animalia);collection and data is currently is under review;ZIRUG 982;3;;;Sunday Estuang ;South Africa;only georeferenced to country level;;;1981-02-17;;"2 male, 1 female; 9a/12";;in collection;Nematoda
Ugent;17;2;1981;unknown;Ugent:UGMD:100983;UGMD;100983;135779419;Viscosia erasmi Furstenberg & Vincx, 1989;Furstenberg & Vincx, 1989;4349885;SPECIES;Animalia;"Aphia2006/NeMys-marine; WoRMS (Mar 2013)";Viscosia erasmi Furstenberg & Vincx, 1989 (Animalia);collection and data is currently is under review;ZIRUG 983;3;;;Sunday Estuang ;South Africa;only georeferenced to country level;;;1981-02-17;;"1 male; 6a/4";;in collection;Nematoda
Ugent;12;2;1987;unknown;Ugent:UGMD:100984;UGMD;100984;135779419;Viscosia erasmi Furstenberg & Vincx, 1989;Furstenberg & Vincx, 1989;4349885;SPECIES;Animalia;"Aphia2006/NeMys-marine; WoRMS (Mar 2013)";Viscosia erasmi Furstenberg & Vincx, 1989 (Animalia);collection and data is currently is under review;ZIRUG 984;5;;;Sunday Estuang ;South Africa;only georeferenced to country level;;;1987-02-12;;"1 female;36/2";;in collection;Nematoda
Ugent;;;;unknown;Ugent:UGMD:100985;UGMD;100985;136358344;Gonionchus africanus Vincx & Furstenberg, 1988;Vincx & Furstenberg, 1988;4348634;SPECIES;Animalia;"Aphia2006/NeMys-marine; WoRMS (Mar 2013)";Gonionchus africanus Vincx & Furstenberg, 1988 (Animalia);collection and data is currently is under review;ZIRUG;;;;;;only georeferenced to country level;;;;;"D. Hope; Mai 94";;missing;Nematoda
Ugent;;;;unknown;Ugent:UGMD:100986;UGMD;100986;136358344;Gonionchus africanus Vincx & Furstenberg, 1988;Vincx & Furstenberg, 1988;4348634;SPECIES;Animalia;"Aphia2006/NeMys-marine; WoRMS (Mar 2013)";Gonionchus africanus Vincx & Furstenberg, 1988 (Animalia);collection and data is currently is under review;ZIRUG;;;;;;only georeferenced to country level;;;;;"D. Hope; Mai 94; id 985";;missing;Nematoda
Ugent;;;;unknown;Ugent:UGMD:100987;UGMD;100987;135762394;Xyala aestuariensis Vincx & Furstenberg, 1988;Vincx & Furstenberg, 1988;4349028;SPECIES;Animalia;"Aphia2006/NeMys-marine; WoRMS (Mar 2013)";Xyala aestuariensis Vincx & Furstenberg, 1988 (Animalia);collection and data is currently is under review;ZIRUG;;;;;;only georeferenced to country level;;;;;D. Hope;;missing;Nematoda
Ugent;;;;unknown;Ugent:UGMD:100988;UGMD;100988;135762394;Xyala aestuariensis Vincx & Furstenberg, 1988;Vincx & Furstenberg, 1988;4349028;SPECIES;Animalia;"Aphia2006/NeMys-marine; WoRMS (Mar 2013)";Xyala aestuariensis Vincx & Furstenberg, 1988 (Animalia);collection and data is currently is under review;ZIRUG;;;;;;only georeferenced to country level;;;;;"id 987; D. Hope";;missing;Nematoda
Ugent;;;;unknown;Ugent:UGMD:100989;UGMD;100989;135762413;Xyala psammonalis Vincx & Furstenberg, 1988;Vincx & Furstenberg, 1988;4349024;SPECIES;Animalia;"Aphia2006/NeMys-marine; WoRMS (Mar 2013)";Xyala psammonalis Vincx & Furstenberg, 1988 (Animalia);collection and data is currently is under review;ZIRUG;;;;;;only georeferenced to country level;;;;;D. Hope;;missing;Nematoda
Ugent;;;;unknown;Ugent:UGMD:100990;UGMD;100990;135762413;Xyala psammonalis Vincx & Furstenberg, 1988;Vincx & Furstenberg, 1988;4349024;SPECIES;Animalia;"Aphia2006/NeMys-marine; WoRMS (Mar 2013)";Xyala psammonalis Vincx & Furstenberg, 1988 (Animalia);collection and data is currently is under review;ZIRUG;;;;;;only georeferenced to country level;;;;;"D. Hope; id 989";;missing;Nematoda
Ugent;;;;unknown;Ugent:UGMD:100991;UGMD;100991;136407855;Xyala imparis Boucher & Helléouët, 1977;Boucher & Helléouët, 1977;4349026;SPECIES;Animalia;"Aphia2006/ERMS; WoRMS (Mar 2013)";Xyala imparis Boucher & Helléouët, 1977 (Animalia);collection and data is currently is under review;ZIRUG;;;;;;only georeferenced to country level;;;;;D. Hope;;missing;Nematoda
Ugent;;;;unknown;Ugent:UGMD:100992;UGMD;100992;;;;;;;;Silvalus sclerostomus;collection and data is currently is under review;ZIRUG;1;Holotype   ;1 female;;India;only georeferenced to country level;20,593684;78,96288;;;"H. Rosewood; SI-53";;in collection;Nematoda
Ugent;;;;unknown;Ugent:UGMD:100993;UGMD;100993;135171678;Xyala striata Cobb, 1920;Cobb, 1920;2279991;SPECIES;Animalia;"CoL2006/ITS; WoRMS (Mar 2013)";Xyala striata Cobb, 1920 (Animalia);collection and data is currently is under review;ZIRUG;;;;;;only georeferenced to country level;;;;;D. Hope;;missing;Nematoda
Ugent;;;;unknown;Ugent:UGMD:100994;UGMD;100994;135171678;Xyala striata Cobb, 1920;Cobb, 1920;2279991;SPECIES;Animalia;"CoL2006/ITS; WoRMS (Mar 2013)";Xyala striata Cobb, 1920 (Animalia);collection and data is currently is under review;ZIRUG;;;;;;only georeferenced to country level;;;;;"D. Hope; id 993";;missing;Nematoda
Ugent;;;;unknown;Ugent:UGMD:100995;UGMD;100995;136514873;Oriverutus pagarus Ahmad & Jairajpuri, 1987;Ahmad & Jairajpuri, 1987;7018508;SPECIES;Animalia;Hallan, 2000-;Oriverutus pagarus Ahmad & Jairajpuri, 1987 (Animalia);collection and data is currently is under review;ZIRUG 995;2;  Paratype ;1 male, 1 female;;India;only georeferenced to country level;20,593684;78,96288;;;n.sp.;;in collection;Nematoda
Ugent;;;;unknown;Ugent:UGMD:100996;UGMD;100996;136514869;Oriverutus longistylus Ahmad & Jairajpuri, 1987;Ahmad & Jairajpuri, 1987;7018516;SPECIES;Animalia;Hallan, 2000-;Oriverutus longistylus Ahmad & Jairajpuri, 1987 (Animalia);collection and data is currently is under review;ZIRUG 996;3;  Paratype ;1 female;;India;only georeferenced to country level;20,593684;78,96288;;;;;in collection;Nematoda
Ugent;21;8;1961;unknown;Ugent:UGMD:101042;UGMD;101042;;;;;;;;Criconemoides lobatum;collection and data is currently is under review;ZIRUG 1042;3;;;;;only georeferenced to country level;;;1961-08-21;;"1 female + 2 ll; M.B.; Glycerine/ Seinhorst";;in collection;Nematoda
Ugent;;;;unknown;Ugent:UGMD:101043;UGMD;101043;135409122;Paratylenchus goodeyi;;5188676;SPECIES;Animalia;CoL2006/ITS;Paratylenchus goodeyi (Animalia);collection and data is currently is under review;ZIRUG 1043;11;;;;;only georeferenced to country level;;;;;1 female + 6 ll;Helicot. Eryth. 6 ll;in collection;Nematoda
Ugent;;;;unknown;Ugent:UGMD:101045;UGMD;101045;143110083;Helicotylenchus;;2284094;GENUS;Animalia;;Helicotylenchus (Animalia);collection and data is currently is under review;ZIRUG 1045;20;;;;;only georeferenced to country level;;;;;sp. 7/-/-;"eryth.: 3/-/7; Tylenchorhynchus ornatum: 1/2/-; Heterodera";in collection;Nematoda
Ugent;;;;unknown;Ugent:UGMD:101046;UGMD;101046;140795544;Pratylenchus pratensis (de Man, 1880);de Man, 1880;2284124;;Animalia;;Pratylenchus pratensis  (de Man, 1880) (Animalia);collection and data is currently is under review;ZIRUG 1046;20;;;;;only georeferenced to country level;;;;;"8/2/1; M,F";"Pratylenchus penetrans 2/1/-; Paratylenchus 3; Tylenchorhynchus";in collection;Nematoda
Ugent;;;;unknown;Ugent:UGMD:101047;UGMD;101047;;;;;;;;Tylenchorhynchus ornatum;collection and data is currently is under review;ZIRUG 1047;10;;;;;only georeferenced to country level;;;;;"3/3/1; M,G.";Tylenchorhynchus ornatum 1/-/-, Thornenema -/-/2, Eudoryl.;in collection;Nematoda
Ugent;;;;unknown;Ugent:UGMD:101048;UGMD;101048;136512899;Tylenchus agricola de Man, 1884;de Man, 1884;4556002;SPECIES;Animalia;Hallan, 2000-;Tylenchus agricola de Man, 1884 [=> Aglenchus agricola (de Man, 1884)] (Animalia);collection and data is currently is under review;ZIRUG 1048;16;;;;;only georeferenced to country level;;;;;"2/1/3; M,H";"Tylenchus pepsoma 1/-/-, Tylenchus thonei 1/-/1, Tylenchus ? 1/-/2, Meloidogyne -/-/1; rest 2/-/-";in collection;Nematoda
Ugent;;;;unknown;Ugent:UGMD:101049;UGMD;101049;136432078;Pungentus silvestris (de Man, 1912); (de Man, 1912);4554583;SPECIES;Animalia;Hallan, 2000-;Pungentus silvestris  (de Man, 1912) (Animalia);collection and data is currently is under review;ZIRUG 1049;1;;;;;only georeferenced to country level;;;;;"female; kop; M,A";;in collection;Nematoda
Ugent;;;;unknown;Ugent:UGMD:101061;UGMD;101061;136339212;Mononchus papillatus Bastian, 1865;Bastian, 1865;2282529;SPECIES;Animalia;"CoL2006/ITS; WoRMS (Mar 2013)";Mononchus papillatus Bastian, 1865 (Animalia);collection and data is currently is under review;ZIRUG 1061;1;;;;;only georeferenced to country level;;;;;"Larve; kop;  M2 A";;in collection;Nematoda
Ugent;;;;unknown;Ugent:UGMD:101062;UGMD;101062;119839532;Acrobeles ciliatus;;2283765;SPECIES;Animalia;;Acrobeles ciliatus (Animalia);collection and data is currently is under review;ZIRUG 1062;2;;;;;only georeferenced to country level;;;;;"2 female; M2 B";;in collection;Nematoda
Ugent;;;;unknown;Ugent:UGMD:101063;UGMD;101063;140795631;Tylenchorhynchus dubius (Bütschli, 1873);Butschli, 1873;2283945;;Animalia;;Tylenchorhynchus dubius  (Bütschli, 1873) (Animalia);collection and data is currently is under review;ZIRUG 1063;18;;;;;only georeferenced to country level;;;;;"5/-/-; M2 C";Tylenchorhynchus nanus 8/4/-, Eudorylaimus larve -/-/1.;in collection;Nematoda
Ugent;;;;unknown;Ugent:UGMD:101064;UGMD;101064;136513523;Tylenchorhynchus nanus Allen, 1955;Allen, 1955;;SPECIES;Animalia;Hallan, 2000-;Tylenchorhynchus nanus Allen, 1955 [=> Merlinius nanus (Allen, 1955)] (Animalia);collection and data is currently is under review;ZIRUG 1064;16;;;;;only georeferenced to country level;;;;;"6/-/1; M2 D";"Helicot. Eryth. 2/-/-; Pratyl. Cren. 1/-/-; Pratyl. Negl. 2/-/-; Rest";in collection;Nematoda
Ugent;;;;unknown;Ugent:UGMD:101065;UGMD;101065;136758553;Eudorylaimus monohystera (De Man, 1880);de Man, 1880;6484826;SPECIES;Animalia;WoRMS (Mar 2013);Eudorylaimus monohystera  (De Man, 1880) (Animalia);collection and data is currently is under review;ZIRUG 1065;13;;;;;only georeferenced to country level;;;;;"2/-/4; M2 E";"Helicot. + Tylenchor.; Pungentus/Engadinemis 1 female";in collection;Nematoda
Ugent;5;9;1961;unknown;Ugent:UGMD:101066;UGMD;101066;136758553;Eudorylaimus monohystera (De Man, 1880);de Man, 1880;6484826;SPECIES;Animalia;WoRMS (Mar 2013);Eudorylaimus monohystera  (De Man, 1880) (Animalia);collection and data is currently is under review;ZIRUG 1066;20;;;;;only georeferenced to country level;;;1961-09-05;;"11/-/4; M2 F";"Acrobeles 1/-/-; Pungentus engadinemis 1 female; T3 3/-/-";in collection;Nematoda
Ugent;5;9;1961;unknown;Ugent:UGMD:101067;UGMD;101067;136778014;Eudorylaimus obtusicaudatus (Bastian, 1865);Bastian, 1865;6484823;SPECIES;Animalia;WoRMS (Mar 2013);Eudorylaimus obtusicaudatus  (Bastian, 1865) (Animalia);collection and data is currently is under review;ZIRUG 1067;10;;;;;only georeferenced to country level;;;1961-09-05;;"-/-/3; M2 G";"Helicot.-/1/-; Triinodorus pr. -/1-; Eudorylaimus monohystera 1-/-; Eud. T3 1/-/-; Discolaimus 1/-/-; Discolaimium -/-/1; Nygolaimus -/-/1";in collection;Nematoda
Ugent;;;;unknown;Ugent:UGMD:101068;UGMD;101068;136512899;Tylenchus agricola de Man, 1884;de Man, 1884;4556002;SPECIES;Animalia;Hallan, 2000-;Tylenchus agricola de Man, 1884 [=> Aglenchus agricola (de Man, 1884)] (Animalia);collection and data is currently is under review;ZIRUG 1068;11;;;;;only georeferenced to country level;;;;;"3/-/-; M2 H";"T. orbus 4/1/1; T. costatus 1/-/-; Aphelenchoide sp. 1/-/-";in collection;Nematoda
Ugent;6;9;1961;unknown;Ugent:UGMD:101069;UGMD;101069;135182173;Discolaimus major Thorne, 1939;Thorne, 1939;2282616;SPECIES;Animalia;"CoL2006/ITS; WoRMS (Mar 2013)";Discolaimus major Thorne, 1939 (Animalia);collection and data is currently is under review;ZIRUG 1069;1;;;;;only georeferenced to country level;;;1961-09-06;;"larve, heath; M2 I";;in collection;Nematoda
Ugent;;;;unknown;Ugent:UGMD:101070;UGMD;101070;136758553;Eudorylaimus monohystera (De Man, 1880);de Man, 1880;6484826;SPECIES;Animalia;WoRMS (Mar 2013);Eudorylaimus monohystera  (De Man, 1880) (Animalia);collection and data is currently is under review;ZIRUG 1070;1;;;;;only georeferenced to country level;;;;;"female heath; M2 J";;in collection;Nematoda
Ugent;;;;unknown;Ugent:UGMD:101071;UGMD;101071;136758553;Eudorylaimus monohystera (De Man, 1880);de Man, 1880;6484826;SPECIES;Animalia;WoRMS (Mar 2013);Eudorylaimus monohystera  (De Man, 1880) (Animalia);collection and data is currently is under review;ZIRUG 1071;1;;;;;only georeferenced to country level;;;;;female heath;;in collection;Nematoda
Ugent;;;;unknown;Ugent:UGMD:101081;UGMD;101081;135688625;Pratylenchus crenatus Loof, 1960;Loof, 1960;4556354;SPECIES;Animalia;SP2000 NZ (Gordon, in press);Pratylenchus crenatus Loof, 1960 (Animalia);collection and data is currently is under review;ZIRUG 1081;29?;;;;;only georeferenced to country level;;;;;"24/-/5; M3 A; aantal onder microscoop nakijken";Aphelenchoidea female, Rot robustus 1 l;in collection;Nematoda
Ugent;7;9;1961;unknown;Ugent:UGMD:101082;UGMD;101082;140795631;Tylenchorhynchus dubius (Bütschli, 1873);Butschli, 1873;2283945;;Animalia;;Tylenchorhynchus dubius  (Bütschli, 1873) (Animalia);collection and data is currently is under review;ZIRUG 1082;9;;;;;only georeferenced to country level;;;1961-09-07;;"2/1/-;";"Rotylenchus rob. -/-/2; 4 larven";in collection;Nematoda
Ugent;17;9;1961;unknown;Ugent:UGMD:101083;UGMD;101083;135181326;Rotylenchus uniformis (Thorne, 1949);Thorne, 1949;2284119;SPECIES;Animalia;CoL2006/ITS;Rotylenchus uniformis  (Thorne, 1949) (Animalia);collection and data is currently is under review;ZIRUG 1083;17;;;;;only georeferenced to country level;;;1961-09-17;;"6/4/-; M3 C";;in collection;Nematoda
Ugent;;;;unknown;Ugent:UGMD:101084;UGMD;101084;;;;;;;;Aporcelaimus obtusicaudatus;collection and data is currently is under review;ZIRUG 1084;7;;;;;only georeferenced to country level;;;;;"6 ll; M3 D";Puncentus silvestris 1 female;in collection;Nematoda
Ugent;;;;unknown;Ugent:UGMD:101085;UGMD;101085;143110066;Ditylenchus;;2283952;GENUS;Animalia;;Ditylenchus (Animalia);collection and data is currently is under review;ZIRUG 1085;12?;;;;;only georeferenced to country level;;;;;"1/1/6; M3 E";"Tylenchus leptosoma 2 female; sp 2 2 female; rhabditis 1 l";in collection;Nematoda
Ugent;;;;unknown;Ugent:UGMD:101090;UGMD;101090;143110073;Tylenchorhynchus;;2283943;GENUS;Animalia;;Tylenchorhynchus (Animalia);collection and data is currently is under review;ZIRUG 1090;12;;;;;only georeferenced to country level;;;;;;allerlei;in collection;Nematoda
Ugent;;;;unknown;Ugent:UGMD:101091;UGMD;101091;143110092;Pratylenchus;;2284120;GENUS;Animalia;;Pratylenchus (Animalia);collection and data is currently is under review;ZIRUG 1091;23;;;;;only georeferenced to country level;;;;;"cr+ne 5; M4 A";"Paratyl, 11; Aphelenchoides 2; Prismat. Laim. 1; Plectus cepn. 2; Boleodorus thylactus 2 female";in collection;Nematoda
Ugent;;;;unknown;Ugent:UGMD:101092;UGMD;101092;136513523;Tylenchorhynchus nanus Allen, 1955;Allen, 1955;;SPECIES;Animalia;Hallan, 2000-;Tylenchorhynchus nanus Allen, 1955 [=> Merlinius nanus (Allen, 1955)] (Animalia);collection and data is currently is under review;ZIRUG 1092;7;;;;;only georeferenced to country level;;;;;1/-/1;"Ditylenchus dip. 1female; Nygolaimus clavicaudatus 1/-/1; rest 1/-/2";in collection;Nematoda
Ugent;;;;unknown;Ugent:UGMD:101093;UGMD;101093;119926483;Plectus granulosus Bastian, 1865;Bastian, 1865;5188602;SPECIES;;;Plectus granulosus Bastian, 1865 [=> Anaplectus granulosus (Bastian, 1865)] (Life);collection and data is currently is under review;ZIRUG 1093;2;;;;;only georeferenced to country level;;;;;"1 male + 1 larve; M4C";;in collection;Nematoda
Ugent;;;;unknown;Ugent:UGMD:101094;UGMD;101094;135636634;Rotylenchus robustus (de Man, 1876);de Man, 1876;2284117;SPECIES;Animalia;"CoL2006/ITS; WoRMS (Mar 2013)";Rotylenchus robustus  (de Man, 1876) (Animalia);collection and data is currently is under review;ZIRUG 1094;4;;;;;only georeferenced to country level;;;;;"2 female + 1 larve; M4D";Rotylenchus goodeyi 1 female;in collection;Nematoda
Ugent;;;;unknown;Ugent:UGMD:101095;UGMD;101095;136758553;Eudorylaimus monohystera (De Man, 1880);de Man, 1880;6484826;SPECIES;Animalia;WoRMS (Mar 2013);Eudorylaimus monohystera  (De Man, 1880) (Animalia);collection and data is currently is under review;ZIRUG 1095;7;;;;;only georeferenced to country level;;;;;"1 female; M4E";"Eudorylaimus obtusicaudatus 1 l; Mesodorylaimus 2 ll; Tylenchus costatus 1 female; Rhabditis; Plectus";in collection;Nematoda
Ugent;;;;unknown;Ugent:UGMD:101096;UGMD;101096;136512899;Tylenchus agricola de Man, 1884;de Man, 1884;4556002;SPECIES;Animalia;Hallan, 2000-;Tylenchus agricola de Man, 1884 [=> Aglenchus agricola (de Man, 1884)] (Animalia);collection and data is currently is under review;ZIRUG 1096;25?;;;;;only georeferenced to country level;;;;;"1 larve; aantal: 25 of 29: nakijken onder microscoop";"T. leptosoma 2 female, Thorn. 10/2/2; sp. 1/1/6, rest. 3/-/1";in collection;Nematoda
Ugent;;;;unknown;Ugent:UGMD:101098;UGMD;101098;135636634;Rotylenchus robustus (de Man, 1876);de Man, 1876;2284117;SPECIES;Animalia;"CoL2006/ITS; WoRMS (Mar 2013)";Rotylenchus robustus  (de Man, 1876) (Animalia);collection and data is currently is under review;ZIRUG 1098;1;;;;;only georeferenced to country level;;;;;Karmijn;;in collection;Nematoda
Ugent;;;;unknown;Ugent:UGMD:101099;UGMD;101099;143110073;Tylenchorhynchus;;2283943;GENUS;Animalia;;Tylenchorhynchus (Animalia);collection and data is currently is under review;ZIRUG 1099;;;;;;only georeferenced to country level;;;;;onder microscoop bekijken;;in collection;Nematoda
Ugent;;;;unknown;Ugent:UGMD:101100;UGMD;101100;143110073;Tylenchorhynchus;;2283943;GENUS;Animalia;;Tylenchorhynchus (Animalia);collection and data is currently is under review;ZIRUG 1100;10;;;;;only georeferenced to country level;;;;;Karmijn;;in collection;Nematoda
